0.01,2.05875e-06,0.00104541,6.32293e-06,0.999999
0.02,6.72612e-05,0.000950375,0.000202777,1
0.03,0.00030967,0.000946664,-0.00842867,0.999964
0.04,0.000971287,-0.000284892,-0.999891,0.0147534
0.05,0.000957442,8.99468e-05,-0.995955,0.0898446
0.06,0.000808036,-0.000474845,-0.956396,-0.29207
0.07,0.000825619,0.000181647,-0.977922,-0.208969
0.08,0.000761429,-1.50004e-05,-0.937869,-0.346989
0.09,0.00073019,-9.91857e-05,-0.781138,-0.624358
0.1,0.000600365,0.00060253,-0.919839,0.392294
0.11,0.000874773,-0.00065115,-0.609839,-0.792524
0.12,-0.000238976,-0.000806298,0.617917,-0.786243
0.13,-0.0010193,8.59533e-05,0.931094,0.364777
0.14,-0.000316665,-0.00107081,0.603449,-0.797401
0.15,0.000969429,-0.000355538,-0.721548,-0.692364
0.16,0.000533099,0.000978898,-0.779112,0.626884
0.17,-0.000834528,0.000499178,0.52375,0.851871
0.18,-0.000969606,-0.000831568,0.995449,-0.0952904
0.19,-0.000866434,0.00102296,0.467254,0.884122
0.2,4.68378e-05,0.00050613,-0.473446,0.880823
0.21,0.000329633,0.000200304,-0.655903,0.754845
0.22,0.000600855,-0.000245462,-0.992766,0.120064
0.23,-0.000160357,-0.000620333,-0.36531,-0.930886
0.24,-0.0001585,-0.000530976,-0.380002,-0.924985
0.25,0.000384366,-0.00030565,-0.956581,-0.291466
0.26,0.000536773,0.000372131,-0.991214,0.132263
0.27,0.000439784,-7.83143e-05,-0.953743,-0.300622
0.28,0.000450982,0.000125577,-0.764585,-0.644523
0.29,0.000495673,0.000548366,-0.999562,-0.0295949
0.3,0.000594789,-0.000379614,-0.283823,-0.958876
0.31,-7.35537e-05,-0.000575258,0.860306,-0.509778
0.32,-0.000373631,-9.91593e-05,0.999066,-0.043207
0.33,-0.000251088,-7.06699e-05,0.95735,-0.288932
0.34,7.74561e-05,-0.000210342,0.194204,-0.980961
0.35,0.00021461,-2.83063e-05,-0.344119,-0.938926
0.36,0.000293499,0.000235436,-0.876748,-0.48095
0.37,0.000293995,0.000386669,-0.904138,-0.42724
0.38,0.00038537,9.18863e-05,-0.388292,-0.921536
0.39,0.000310696,-0.000188228,0.811064,-0.584957
0.4,0.000406829,-0.000142461,0.403344,-0.915048
0.41,7.16395e-05,-0.00048136,0.986612,0.163083
0.42,0.000175707,-0.000182329,0.96714,-0.254244
0.43,0.000273183,-8.73557e-05,0.87134,-0.49068
0.44,0.000264881,-0.00022479,0.886474,-0.462778
0.45,3.3977e-05,-0.00028663,0.837258,0.546808
0.46,-0.000113469,-0.000209969,0.0676766,0.997707
0.47,0.000191493,-0.000113224,0.999901,-0.014098
0.48,0.000310818,-6.38916e-05,0.607398,-0.794398
0.49,0.000155279,-0.00039301,0.917766,0.397121
0.5,0.000178733,-0.000256362,0.951135,0.308776
0.51,-4.39504e-05,-0.000232793,0.659734,0.751499
0.52,-0.000235035,4.13835e-05,-0.734037,0.679109
0.53,-0.000261266,0.000309144,-0.467748,0.883862
0.54,-0.000254318,0.000399017,-0.752502,0.65859
0.55,-0.000425037,-0.000180209,0.481782,0.876291
0.56,0.000103835,-0.000441218,0.915446,-0.402441
0.57,0.000429836,3.10217e-05,-0.188703,-0.982034
0.58,3.36648e-05,0.000408409,-0.99364,0.112604
0.59,0.000442616,-5.13158e-05,-0.16568,-0.986179
0.6,2.92476e-05,-0.000463459,0.965725,-0.259565
0.61,0.000440695,2.07671e-05,-0.162824,-0.986655
0.62,0.000105771,0.000388528,-0.999692,-0.0248064
0.63,0.000445339,-0.000162911,-0.116251,-0.99322
0.64,0.000163702,-0.000430937,0.815167,-0.579226
0.65,-0.000448332,-0.000152754,0.624501,0.781024
0.66,0.000109155,-0.000461942,0.849616,-0.527402
0.67,-0.000474694,-9.79145e-05,0.484823,0.874612
0.68,6.12766e-05,-0.000464162,0.897915,-0.440169
0.69,-0.00048092,-4.41987e-05,0.410404,0.911904
0.7,3.21957e-05,-0.000474705,0.916003,-0.401172
0.71,-0.000484581,-1.21348e-05,0.354217,0.935163
0.72,-3.98199e-05,-0.000458973,0.95831,-0.285732
0.73,-0.00048965,8.94885e-05,0.285358,0.958421
0.74,-0.000296561,-0.000271389,0.970341,0.241742
0.75,-5.93319e-05,0.00023591,0.946634,-0.32231
0.76,-0.000210863,0.00037737,0.997237,0.0742898
0.77,-0.00032632,0.000113933,0.743562,-0.668666
0.78,-1.10297e-05,0.000377067,0.868544,0.495612
0.79,-0.000165837,0.000164995,0.91249,-0.409099
0.8,-0.000161465,-8.46365e-05,-0.382436,-0.923982
0.81,-0.000132305,0.000150013,0.908128,-0.418692
0.82,0.000145412,0.000126842,0.503405,0.864051
0.83,0.000158391,-0.000115361,-0.828386,0.560158
0.84,-1.13905e-05,-0.000267101,-0.946834,-0.321723
0.85,0.000167526,-9.6454e-05,-0.713726,0.700425
0.86,0.000178,6.04651e-05,0.532588,0.846375
0.87,0.000195653,-8.1163e-05,-0.682191,0.731174
0.88,0.000204354,-0.000319441,-0.683587,0.729869
0.89,0.00021564,-0.000343585,-0.56365,0.826014
0.9,2.37742e-05,-0.000469088,-0.921459,0.388475
0.91,-0.000297267,-6.76742e-05,-0.817592,-0.575797
0.92,0.000446192,-1.59067e-05,0.518228,0.855243
0.93,-8.77055e-05,-0.000341343,-0.941584,0.336779
0.94,0.000350235,-0.000191783,-0.284214,0.958761
0.95,-0.000114113,4.23738e-05,-0.529849,-0.848092
0.96,-0.00034022,-0.000139311,-0.638135,-0.769924
0.97,0.000241991,-0.000143106,0.880058,0.474866
0.98,0.000162469,0.000346167,0.973444,0.228924
0.99,6.99841e-05,0.000120625,0.535293,0.844666
1,-4.56748e-05,0.000297945,0.959463,0.281834
1.01,0.000136109,0.00013985,0.501343,0.865248
1.02,-1.10687e-05,0.000238433,0.986011,-0.166682
1.03,-0.000223174,6.51098e-05,0.304068,-0.95265
1.04,-0.000228657,-0.00017995,-0.740409,-0.672156
1.05,0.000167477,-0.000258017,-0.769073,0.639161
1.06,-0.000221122,-0.000205248,-0.72294,-0.69091
1.07,0.000204482,-0.000220592,-0.690141,0.723675
1.08,0.000241032,0.000180533,0.649862,0.760052
1.09,0.000187462,-0.000233883,-0.752323,0.658795
1.1,0.000257581,0.000163298,0.576419,0.817154
1.11,0.000180811,-0.000224052,-0.785685,0.618627
1.12,0.000272692,0.000139677,0.487776,0.872969
1.13,0.00015109,-0.000265508,-0.866998,0.498312
1.14,0.000284859,0.000115583,0.40045,0.916318
1.15,0.000127493,-0.000280733,-0.911786,0.410665
