0.01,2.41633e-06,0.00101952,6.32335e-06,0.999999
0.02,7.25597e-05,0.000940774,1.33724e-05,1
0.03,0.000307404,0.000947418,-0.000808017,0.999999
0.04,0.00058616,0.000981834,0.0447516,0.998997
0.05,0.00114871,-0.000436071,-0.980805,0.194985
0.06,0.000513849,-0.000899481,-0.925141,-0.379622
0.07,0.00114721,0.000446024,-0.733535,0.679651
0.08,0.000669216,0.000445649,0.0861757,0.99628
0.09,0.00134965,0.000135367,-0.606306,0.79523
0.1,0.000309298,0.00118775,0.677452,0.735566
0.11,-0.00119514,0.000363281,0.774904,-0.632078
0.12,4.59657e-05,0.00128422,0.767176,0.641436
0.13,0.0012662,-4.12904e-05,-0.635226,0.772325
0.14,-1.17562e-05,-0.00127454,-0.783252,-0.621702
0.15,0.0012829,-2.99876e-05,-0.643707,0.765271
0.16,5.4177e-05,0.0012696,0.759615,0.650372
0.17,-0.00128831,0.000112723,0.713452,-0.700703
0.18,-0.000291083,-0.00115099,-0.625777,-0.780001
0.19,-0.000499396,-0.000527289,-0.495323,-0.868709
0.2,-0.00074507,-0.000567742,-0.276188,-0.961103
0.21,0.0002079,-0.000902962,-0.999931,0.0117391
0.22,-0.000900706,-0.00014712,-0.00773885,-0.99997
0.23,-0.000362157,0.000864335,0.992036,-0.125951
0.24,-0.00091539,-0.000292468,0.00864129,-0.999962
0.25,0.000198208,-0.000933694,-0.99796,-0.0638358
0.26,-0.000932248,-0.000124902,0.0744256,-0.997226
0.27,-0.000287604,0.000912499,0.999639,-0.02685
0.28,-0.000934693,-0.000222911,0.046733,-0.998907
0.29,-0.000229893,0.000940005,0.999099,0.0424303
0.3,0.000898009,0.000101226,0.0965332,0.995329
0.31,0.00063517,-0.000705493,-0.908927,0.416953
0.32,-0.000649789,-0.000642761,-0.589876,-0.807493
0.33,-0.000809756,-0.000664247,-0.381257,-0.924469
0.34,0.000316778,-0.000868163,-0.98105,0.19375
0.35,0.000866475,0.000308435,0.109208,0.994018
0.36,-0.000489581,0.000731855,0.93143,-0.36392
0.37,0.000707012,0.000508242,0.470129,0.882597
0.38,0.000844758,-0.000332814,-0.545589,0.838052
0.39,0.000907685,-0.000604688,-0.375015,0.927018
0.4,0.000594203,-0.00100949,-0.887005,0.461759
0.41,0.00100641,0.000597716,0.452885,0.891568
0.42,-0.000500335,0.000817087,0.71664,-0.697442
0.43,-0.000847353,-0.000408505,-0.566971,-0.823737
0.44,0.00095649,8.35648e-05,-0.0646934,0.997905
0.45,0.000562031,0.000723824,0.907075,0.420969
0.46,0.000871493,0.000221189,0.379629,0.925138
0.47,-5.63488e-06,0.000897531,0.976656,-0.214805
0.48,-0.000529954,-0.000962819,-0.0224593,-0.999747
0.49,-0.000566313,0.000102576,-0.167502,-0.985872
0.5,-0.000790503,0.000222673,0.0552333,-0.998473
0.51,-0.000383452,-0.000751601,-0.983696,-0.179835
0.52,4.57419e-05,-0.0001659,-0.99993,-0.0118575
0.53,0.000129033,0.000189683,-0.995739,0.0922157
0.54,0.000121349,1.2973e-05,-1,-0.000729811
0.55,0.000138165,3.01925e-05,-0.997058,-0.0766472
0.56,1.6667e-05,0.00017279,-0.348029,0.937484
0.57,-4.36465e-05,0.00021326,-0.743635,0.668586
0.58,-0.000165096,-6.01043e-06,0.477411,0.87868
0.59,-0.000131473,0.00023485,-0.588465,0.808523
0.6,-0.000159754,1.31904e-05,0.522022,0.852932
0.61,-0.000105805,0.000251195,-0.636621,0.771176
0.62,-0.000151929,-4.7627e-05,0.472773,0.881184
0.63,-4.92725e-05,3.27891e-05,0.999336,0.0364415
0.64,-0.000122178,0.000249841,0.842715,0.53836
0.65,-0.000150121,3.63765e-05,0.999974,0.00726916
0.66,-1.93785e-05,0.000325891,0.752574,0.658508
0.67,2.4061e-05,0.000349743,0.427978,0.903789
0.68,-0.0003279,0.00010617,0.954657,-0.297709
0.69,-0.000128788,0.000443194,0.696588,0.717471
0.7,0.00021747,0.000270199,-0.201936,0.979399
0.71,0.000401643,-0.00017967,-0.998295,-0.0583619
0.72,0.000389335,0.000161159,-0.523021,0.85232
0.73,0.000339966,-0.000444212,-0.910767,-0.412921
0.74,0.00048086,-6.4009e-05,-0.913183,0.407549
0.75,-1.29332e-05,-0.000537194,-0.458621,-0.888632
0.76,0.000374855,-0.000142201,-0.991579,0.129504
0.77,-0.000101428,-0.000482244,-0.351494,-0.93619
0.78,0.00037063,-0.000108707,-0.976504,0.215501
0.79,-0.000104747,-0.000423838,-0.302136,-0.953265
0.8,0.000383634,-8.77863e-05,-0.959047,0.283247
